Nodes	Activity
KDM1A	0
KDM2A	0
KDM2B	0
KDM5B	0
KDM6A	0
KDM6B	0
KDR	0
KEAP1	0
KHDRBS1	0
KHSRP	0
KIAA1524	0
KIF13B	0
KIF15	0
KIF18A	0
KIF20A	0
KIF23	0
KIF2C	0
KIF3A	0
KIF7	0
KIR2DL1	0
KIR2DL2	0
KIR2DL3	0
KIR2DL4	0
KIR2DL5A	0
KIR3DL1	0
KIR3DL2	0
KIRREL1	0
KISS1	0
KIT	0
KITLG	0
KL	0
KLB	0
KLF13	0
KLF4	0
KLF5	0
KLF7	0
KLK1	0
KLK2	0
KLK4	0
KLK6	0
KLKB1	0
KLRC1	0
KLRC2	0
KLRC3	0
KLRD1	0
KMT2A	0
KMT2D	0
KMT5A	0
KNG1	0
KNL1	0
KNSTRN	0
KNTC1	0
KPNA2	0
KPNA3	0
KPNA4	0
KPNA6	0
KPNB1	0
KRAS	0
KREMEN1	0
KREMEN2	0
KRIT1	0
KRT1	0
KRT14	0
KRT18	0
KRT8	0
KSR1	0
KSR2	0
KTN1	0
L1CAM	0
LAMA1	0
LAMA2	0
LAMA3	0
LAMA4	0
LAMA5	0
LAMB1	0
LAMB2	0
LAMB3	0
LAMB4	0
LAMC1	0
LAMC2	0
LAMC3	0
LAMTOR1	0
LAMTOR2	0
LAMTOR3	0
LAMTOR4	0
LAMTOR5	0
LAT	0
LAT2	0
LATS1	0
LATS2	0
LCK	0
LCP2	0
LDB1	0
LDLRAP1	0
LEF1	0
LEFTY1	0
LEFTY2	0
LEP	0
LEPR	0
LFNG	0
LGMN	0
LHB	0
LHCGR	0
LHX1	0
LHX3	0
LIF	0
LIFR	0
LIG1	0
LIMD1	0
LIMK1	0
LIMK2	0
LIMS1	0
LIN7A	0
LIN7B	0
LIN7C	0
LIPC	0
LIPH	0
LMAN1	0
LMNA	0
LMNB1	0
LMNB2	0
LMO1	0
LMO2	0
LMO4	0
LMTK2	0
LNX1	0
LOC105369274	0
LOX	0
LPAR1	0
LPAR2	0
LPAR3	0
LPAR4	0
LPAR5	0
LPAR6	0
LPL	0
LPP	0
LRIG1	0
LRP1	0
LRP2	0
LRP5	0
LRP5L	0
LRP6	0
LRP8	0
LRPAP1	0
LRPPRC	0
LRRC4	0
LRRC4B	0
LRRC4C	0
LRRFIP2	0
LRRK2	0
LTA	0
LTB	0
LTB4R2	0
LTBP1	0
LTBP2	0
LTBR	0
LTC4S	0
LTK	0
LUM	0
LY86	0
LY96	0
LYN	0
LZTFL1	0
MAD1L1	0
MAD2L1	0
MAD2L2	0
MADD	0
MAF	0
MAGED1	0
MAGEL2	0
MAGI1	0
MAGI2	0
MAGI3	0
MAK	0
MALT1	0
MAML1	0
MAML2	0
MAML3	0
MAP1LC3A	0
MAP1LC3B	0
MAP1LC3C	0
MAP2K1	0
MAP2K2	0
MAP2K3	0
MAP2K4	0
MAP2K5	0
MAP2K6	0
MAP2K7	0
MAP3K1	0
MAP3K10	0
MAP3K11	0
MAP3K12	0
MAP3K13	0
MAP3K14	0
MAP3K2	0
MAP3K20	0
MAP3K3	0
MAP3K4	0
MAP3K5	0
MAP3K6	0
MAP3K7	0
MAP3K8	0
MAP3K9	0
MAP4K1	0
MAP4K2	0
MAP4K3	0
MAP4K4	0
MAP4K5	0
MAPK1	0
MAPK10	0
MAPK11	0
MAPK12	-1
MAPK13	0
MAPK14	0
MAPK15	0
MAPK3	0
MAPK6	0
MAPK7	-1
MAPK8	0
MAPK8IP1	0
MAPK8IP2	0
MAPK8IP3	0
MAPK9	0
MAPKAP1	0
MAPKAPK2	0
MAPKAPK3	0
MAPKAPK5	0
MAPRE1	0
MAPT	0
MARK1	0
MARK2	0
MARK3	0
MARK4	0
MASP1	0
MASP2	0
MAST1	0
MAST2	0
MAST3	0
MATK	0
MAVS	0
MAX	0
MBD2	0
MBD3	0
MBIP	0
MBL2	0
MBTPS1	0
MBTPS2	0
MC1R	0
MC2R	0
MC3R	0
MC4R	0
MCF2	0
MCF2L	0
MCL1	0
MCM10	0
MCM2	0
MCM3	0
MCM4	0
MCM5	0
MCM6	0
MCM7	0
MCM8	0
MCRS1	0
MDC1	0
MDK	0
MDM2	0
MDM4	0
MECOM	0
MED1	0
MED14	0
MED19	0
MED24	0
MED26	0
MED6	0
MED7	0
MEF2A	0
MEF2C	0
MEF2D	0
MEFV	0
MEIS1	0
MELK	0
MEN1	0
MEP1B	0
MERTK	0
MET	0
MFAP2	0
MFAP5	0
MFF	0
MFNG	0
MIB1	0
MIB2	0
MICA	0
MICB	0
MIF	0
MINK1	0
MIOS	0
MIS12	0
MITF	0
MKKS	0
MKL1	0
MKL2	0
MKNK1	0
MKNK2	0
MKS1	0
MLF1	0
MLKL	0
MLN	0
MLST8	0
MMP1	0
MMP12	0
MMP14	0
MMP2	0
MMP3	0
MMP7	0
MMP9	0
MNAT1	0
MND1	0
MOB1A	0
MOB1B	0
MOS	0
MPDU1	0
MPL	0
MPO	0
MPST	0
MPZL1	0
MRAS	0
MRE11	0
MRVI1	0
MS4A2	0
MSC	0
MSH2	0
MSH6	0
MSI1	0
MST1	0
MST1R	0
MSX2	0
MTA1	0
MTA2	0
MTA3	0
MTCH2	0
MTCP1	0
MTF1	0
MTMR3	0
MTMR4	0
MTNR1A	0
MTNR1B	0
MTOR	0
MTSS1	0
MTTP	0
MUC1	0
MUC20	0
MUL1	0
MUSK	0
MUTYH	0
MYB	0
MYBL1	0
MYBL2	0
MYCBP	0
MYD88	0
MYL10	0
MYL12A	0
MYL12B	0
MYL2	0
MYL5	0
MYL7	0
MYL9	0
MYLK	0
MYLK2	0
MYLK3	0
MYLK4	0
MYLPF	0
MYO6	0
MYO7A	0
MYO9B	0
MYOCD	0
MYOD1	0
MYOF	0
MYOG	0
MYT1	0
NAA10	0
NAIP	0
NAMPT	0
NANOG	0
NBN	0
NBR1	0
NCALD	0
NCAM1	0
NCAPD3	0
NCAPG2	0
NCAPH2	0
NCBP1	0
NCBP2	0
NCK1	0
NCK2	0
NCKAP1	0
NCKAP1L	0
NCL	0
NCOA1	0
NCOA2	0
NCOA3	0
NCOA4	0
NCOA6	0
NCOR1	0
NCOR2	0
NCSTN	0
NDC1	0
NDC80	0
NDE1	0
NDEL1	0
NDN	0
NDRG1	0
NEB	0
NECTIN1	0
NECTIN2	0
NECTIN3	0
NECTIN4	0
NEDD4	0
NEDD4L	0
NEDD9	0
NEK1	0
NEK11	0
NEK2	0
NEK7	0
NEK9	0
NELFB	0
NET1	0
NEURL1	0
NEUROD1	0
NF1	0
NF2	0
NFATC1	0
NFATC2	0
NFATC3	0
NFE2L1	0
NFE2L2	0
NFIA	0
NFIB	0
NFIC	0
NFIL3	0
NFIX	0
NFKB1	0
NFKB2	0
NFKBIA	0
NFKBIB	0
NFKBIE	0
NFRKB	0
NFS1	0
NFX1	0
NFYA	0
NFYB	0
NFYC	0
NGEF	0
NGF	0
NGFR	0
NHP2	0
NHS	0
NIN	0
NKD1	0
NKD2	0
NKX3~1	0
NLK	0
NLRC3	0
NLRC4	0
NLRP1	0
NLRP12	0
NLRP3	0
NLRP4	0
NLRX1	0
NMB	0
NMBR	0
NME1	0
NME2	0
NMI	0
NMS	0
NOD1	0
NOD2	0
NODAL	0
NOG	0
NONO	0
NOS1	0
NOS2	0
NOS3	0
NOTCH1	0
NOTCH2	0
NOTCH3	0
NOTCH4	0
NOTUM	0
NOX4	0
NOXA1	0
NPAT	0
NPFF	0
NPHS1	0
NPHS2	0
NPLOC4	0
NPM1	0
NPPA	0
NPR1	0
NPRL2	0
NPRL3	0
NPY	0
NPY1R	0
NQO1	0
NR0B1	0
NR0B2	0
NR1D1	0
NR1H2	0
NR1H3	0
NR1H4	0
NR1I2	0
NR1I3	0
NR2C1	0
NR2C2	0
NR2E3	0
NR2F1	0
NR2F2	0
NR2F6	0
NR3C1	0
NR3C2	0
NR4A1	0
NR4A2	0
NR4A3	0
NR5A1	0
NR5A2	0
NR6A1	0
NRAS	0
NRF1	0
NRG1	0
NRG2	0
NRG3	0
NRG4	0
NRIP1	0
NRK	0
NRP2	0
NRTN	0
NRXN1	0
NRXN2	0
NRXN3	0
NSD1	0
NSD2	0
NSFL1C	0
NSL1	0
NSMAF	0
NTF3	0
NTF4	0
NTN1	0
NTN4	0
NTRK1	0
NTRK2	0
NTRK3	0
NTS	0
NTSR1	0
NUAK1	0
NUAK2	0
NUDC	0
NUDCD2	0
NUDT3	0
NUF2	0
NUMA1	0
NUMB	0
NUMBL	0
NUP107	0
NUP133	0
NUP153	0
NUP155	0
NUP160	0
NUP188	0
NUP205	0
NUP210	0
NUP214	0
NUP35	0
NUP37	0
NUP43	0
NUP50	0
NUP54	0
NUP58	0
NUP62	0
NUP85	0
NUP88	0
NUP93	0
NUP98	0
NUPL2	0
NXPH1	0
OBSCN	0
OCA2	0
OFD1	0
OGT	0
OMG	0
ONECUT1	0
OPHN1	0
OPRD1	0
OPRM1	0
OPTN	0
OR10A2	0
OR10A3	0
OR10A4	0
OR10A5	0
OR10A6	0
OR10A7	0
OR10AD1	0
OR10AG1	0
OR10C1	0
OR10G3	0
OR10G4	0
OR10G7	0
OR10G8	0
OR10G9	0
OR10H1	0
OR10H2	0
OR10H3	0
OR10H4	0
OR10H5	0
OR10J1	0
OR10J3	0
OR10J5	0
OR10K1	0
OR10K2	0
OR10P1	0
OR10Q1	0
OR10R2	0
OR10S1	0
OR10T2	0
OR10V1	0
OR10W1	0
OR10X1	0
OR10Z1	0
OR11A1	0
OR11G2	0
OR11H1	0
OR11H12	0
OR11H4	0
OR11H6	0
OR11L1	0
OR12D2	0
OR12D3	0
OR13A1	0
OR13C2	0
OR13C3	0
OR13C4	0
OR13C5	0
OR13C8	0
OR13C9	0
OR13D1	0
OR13F1	0
OR13G1	0
OR13H1	0
OR13J1	0
OR14A16	0
OR14C36	0
OR14I1	0
OR14J1	0
OR1A1	0
OR1A2	0
OR1B1	0
OR1C1	0
OR1D2	0
OR1D5	0
OR1E1	0
OR1E2	0
OR1F1	0
OR1G1	0
OR1I1	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1K1	0
OR1L1	0
OR1L3	0
OR1L4	0
OR1L6	0
OR1L8	0
OR1M1	0
OR1N1	0
OR1N2	0
OR1Q1	0
OR1S1	0
OR1S2	0
OR2A1	0
OR2A12	0
OR2A14	0
OR2A2	0
OR2A25	0
OR2A4	0
OR2A5	0
OR2A7	0
OR2AE1	0
OR2AG1	0
OR2AG2	0
OR2AK2	0
OR2AP1	0
OR2AT4	0
OR2B11	0
OR2B2	0
OR2B3	0
OR2B6	0
OR2C1	0
OR2C3	0
OR2D2	0
OR2D3	0
OR2F1	0
OR2F2	0
OR2G2	0
OR2G3	0
OR2G6	0
OR2H1	0
OR2H2	0
OR2J2	0
OR2J3	0
OR2K2	0
OR2L13	0
OR2L2	0
OR2L3	0
OR2L5	0
OR2L8	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2M5	0
OR2M7	0
OR2S2	0
OR2T1	0
OR2T10	0
OR2T11	0
OR2T12	0
OR2T2	0
OR2T27	0
OR2T29	0
OR2T3	0
OR2T33	0
OR2T34	0
OR2T4	0
OR2T5	0
OR2T6	0
OR2T8	0
OR2V1	0
OR2V2	0
OR2W1	0
OR2W3	0
OR2Y1	0
OR2Z1	0
OR3A1	0
OR3A2	0
OR3A3	0
OR4A15	0
OR4A16	0
OR4A47	0
OR4A5	0
OR4B1	0
OR4C11	0
OR4C12	0
OR4C13	0
OR4C15	0
OR4C16	0
OR4C3	0
OR4C46	0
OR4C6	0
OR4D1	0
OR4D10	0
OR4D11	0
OR4D2	0
OR4D5	0
OR4D6	0
OR4D9	0
OR4E1	0
OR4E2	0
OR4F15	0
OR4F17	0
OR4F21	0
OR4F3	0
OR4F4	0
OR4F5	0
OR4F6	0
OR4K1	0
OR4K13	0
OR4K14	0
OR4K15	0
OR4K17	0
OR4K2	0
OR4K5	0
OR4L1	0
OR4M1	0
OR4M2	0
OR4N2	0
OR4N4	0
OR4N5	0
OR4P4	0
OR4Q3	0
OR4S1	0
OR4S2	0
OR4X1	0
OR4X2	0
OR51A2	0
OR51A4	0
OR51A7	0
OR51B2	0
OR51B4	0
OR51B5	0
OR51B6	0
OR51D1	0
OR51E1	0
OR51E2	0
OR51F1	0
OR51F2	0
OR51G1	0
OR51G2	0
OR51I1	0
OR51I2	0
OR51L1	0
OR51M1	0
OR51Q1	0
OR51S1	0
OR51T1	0
OR51V1	0
OR52A1	0
OR52A5	0
OR52B2	0
OR52B4	0
OR52B6	0
OR52D1	0
OR52E2	0
OR52E4	0
OR52E6	0
OR52E8	0
OR52H1	0
OR52I1	0
OR52I2	0
OR52J3	0
OR52K1	0
OR52K2	0
OR52L1	0
OR52M1	0
OR52N1	0
OR52N2	0
OR52N4	0
OR52N5	0
OR52R1	0
OR52W1	0
OR56A1	0
OR56A3	0
OR56A4	0
OR56A5	0
OR56B1	0
OR56B4	0
OR5A1	0
OR5A2	0
OR5AC2	0
OR5AK2	0
OR5AN1	0
OR5AP2	0
OR5AR1	0
OR5AS1	0
OR5AU1	0
OR5B12	0
OR5B17	0
OR5B2	0
OR5B21	0
OR5B3	0
OR5C1	0
OR5D13	0
OR5D14	0
OR5D16	0
OR5D18	0
OR5F1	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H2	0
OR5H6	0
OR5I1	0
OR5J2	0
OR5K1	0
OR5K2	0
OR5K3	0
OR5K4	0
OR5L1	0
OR5L2	0
OR5M1	0
OR5M10	0
OR5M11	0
OR5M3	0
OR5M8	0
OR5M9	0
OR5P2	0
OR5P3	0
OR5R1	0
OR5T1	0
OR5T2	0
OR5T3	0
OR5V1	0
OR5W2	0
OR6A2	0
OR6B1	0
OR6B2	0
OR6B3	0
OR6C1	0
OR6C2	0
OR6C3	0
OR6C4	0
OR6C6	0
OR6C65	0
OR6C68	0
OR6C70	0
OR6C74	0
OR6C75	0
OR6C76	0
OR6F1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6M1	0
OR6N1	0
OR6N2	0
OR6P1	0
OR6Q1	0
OR6S1	0
OR6T1	0
OR6V1	0
OR6X1	0
OR6Y1	0
OR7A10	0
OR7A17	0
OR7A5	0
OR7C1	0
OR7C2	0
OR7D2	0
OR7D4	0
OR7E24	0
OR7G1	0
OR7G2	0
OR7G3	0
OR8A1	0
OR8B12	0
OR8B2	0
OR8B3	0
OR8B4	0
OR8B8	0
OR8D1	0
OR8D2	0
OR8D4	0
OR8G1	0
OR8G5	0
OR8H1	0
OR8H2	0
OR8H3	0
OR8I2	0
OR8J1	0
OR8J3	0
OR8K1	0
OR8K3	0
OR8K5	0
OR8S1	0
OR8U1	0
OR8U9	0
OR9A2	0
OR9A4	0
OR9G1	0
OR9G4	0
OR9I1	0
OR9K2	0
OR9Q1	0
OR9Q2	0
ORC1	0
ORC2	0
ORC3	0
ORC4	0
ORC5	0
ORC6	0
ORMDL1	0
ORMDL2	0
ORMDL3	0
OS9	0
OSBP	0
OSM	0
OSMR	0
OTUB1	0
OTUD5	0
OXSR1	0
OXT	0
OXTR	0
P2RY1	0
P2RY12	0
P2RY2	0
P4HB	0
PABPC1	0
PABPC1L	0
PABPC1L2A	0
PABPC3	0
PABPC4	0
PABPC5	0
PAFAH1B1	0
PAG1	0
PAK1	0
PAK1IP1	0
PAK2	0
PAK3	0
PAK4	0
PAK5	0
PAK6	0
PALB2	0
PAQR5	0
PARD3	0
PARD6A	0
PARN	0
PARP1	0
PARVA	0
PARVB	0
PARVG	0
PATZ1	0
PAWR	0
PAX3	0
PAX6	0
PAX7	0
PAXIP1	0
PBK	0
PCGF2	0
PCLAF	0
PCLO	0
PCM1	0
PCNA	0
PCOLCE	0
PCOLCE2	0
PCSK7	0
PCSK9	0
PCTP	0
PDC	0
PDCD1LG2	0
PDCD6IP	0
PDE4DIP	0
PDE6A	0
PDE6B	0
PDE6C	0
PDE6G	0
PDE6H	0
PDGFA	0
PDGFB	0
PDGFC	0
PDGFD	0
PDGFRA	0
PDGFRB	0
PDK1	0
PDK2	0
PDK3	0
PDK4	0
PDP1	0
PDP2	0
PDPK1	0
PDPK2P	0
PDPN	0
PDZD3	0
PDZK1	0
PEA15	0
PEBP1	0
PECAM1	0
PELI2	0
PELI3	0
PELP1	0
PER1	0
PER2	0
PF4	0
PF4V1	0
PFN1	0
PGAM5	0
PGF	0
PGR	0
PHB	0
PHF6	0
PHKA1	0
PHKA2	0
PHKB	0
PHKG1	0
PHKG2	0
PHLPP1	0
PHLPP2	0
PI4K2A	0
PIAS1	0
PIAS2	0
PIAS3	0
PIAS4	0
PICALM	0
PICK1	0
PIDD1	0
PIF1	0
PIK3AP1	0
PIK3C2B	0
PIK3C2G	0
PIK3C3	0
PIK3CA	0
PIK3CB	0
PIK3CD	0
PIK3CG	0
PIK3R1	0
PIK3R2	0
PIK3R3	0
PIK3R4	0
PIK3R5	0
PIKFYVE	0
PIM1	0
PIM2	0
PIM3	0
PIMREG	0
PIN1	0
PINK1	0
PIP4K2A	0
PIP4K2B	0
PIP4K2C	0
PIP5K1A	0
PIP5K1B	0
PIP5K1C	0
PITPNA	0
PITX3	0
PJA1	0
PKIA	0
PKM	0
PKMYT1	0
PKN1	0
PKNOX1	0
PLA2R1	0
PLAT	0
PLAU	0
PLAUR	0
PLCB1	0
PLCB2	0
PLCB3	0
PLCB4	0
PLCE1	0
PLCG1	0
PLCG2	0
PLD1	0
PLD2	0
PLEKHA7	0
PLEKHG5	0
PLEKHG6	0
PLEKHM2	0
PLEKHO2	0
PLG	0
PLIN3	0
PLK1	0
PLK2	0
PLK3	0
PLK4	0
PLN	0
PLRG1	0
PLTP	0
PLXNA1	0
PLXNA2	0
PLXNA3	0
PLXNA4	0
PLXNB1	0
PLXNB2	0
PLXNB3	0
PMAIP1	0
PMCH	0
PMF1	0
PML	1
PNCK	0
POFUT1	0
POGLUT1	0
POLDIP3	0
POLR2A	0
POLR2B	0
POLR2C	0
POLR2D	0
POLR2E	0
POLR2F	0
POLR2G	0
POLR2H	0
POLR2I	0
POLR2J	0
POLR2K	0
POLR2L	0
POM121	0
POM121C	0
POMC	0
POP3	0
PORCN	0
POT1	0
POU2AF1	0
POU2F1	0
POU4F1	0
POU4F2	0
POU5F1	0
PPARA	0
PPARG	0
PPARGC1A	0
PPARGC1B	0
PPBP	0
PPIA	0
PPIB	0
PPIF	0
PPM1A	0
PPM1B	0
PPM1D	0
PPM1F	0
PPM1L	0
PPP1CA	0
PPP1CB	0
PPP1CC	0
PPP1R12A	0
PPP1R12B	0
PPP1R12C	0
PPP1R13L	0
PPP1R14A	0
PPP1R15A	0
PPP1R17	0
PPP1R1A	0
PPP1R1B	0
PPP1R2	0
PPP1R3A	0
PPP1R3B	0
PPP1R3C	0
PPP1R3D	0
PPP1R3E	0
PPP1R3F	0
PPP2CA	0
PPP2CB	0
PPP2R1A	0
PPP2R1B	0
PPP2R2A	0
PPP2R2B	0
PPP2R2C	0
PPP2R2D	0
PPP2R3A	0
PPP2R3B	0
PPP2R3C	0
PPP2R5A	0
PPP2R5B	0
PPP2R5C	0
PPP2R5D	0
PPP2R5E	0
PPP3CA	0
PPP3CB	0
PPP3CC	0
PPP3R1	0
PPP3R2	0
PPP4C	0
PPP4R3A	0
PPP4R3B	0
PPP5C	0
PPP6C	0
PPRC1	0
PPY	0
PRAM1	0
PRCC	0
PRDM14	0
PRDM16	0
PREB	0
PREX1	0
PREX2	0
PRF1	0
PRKAA1	0
PRKAA2	0
PRKAB1	0
PRKAB2	0
PRKACA	0
PRKACB	0
PRKACG	0
PRKAG1	0
PRKAG2	0
PRKAG3	0
PRKAR1A	0
PRKAR1B	0
PRKAR2A	0
PRKAR2B	0
PRKCA	0
PRKCB	0
PRKCD	0
PRKCE	0
PRKCG	0
PRKCH	0
PRKCI	0
PRKCQ	0
PRKCZ	0
PRKD1	0
PRKD2	0
PRKD3	0
PRKDC	0
PRKG1	0
PRKG2	0
PRKN	0
PRKRA	0
PRKX	0
PRL	0
PRLR	0
PRMT1	0
PRMT5	0
PRNP	0
PROC	0
PROCR	0
PROK1	0
PROK2	0
PROS1	0
PRPF4B	0
PRR5	0
PRRX1	0
PRSS1	0
PRSS2	0
PRSS21	0
PRSS3	0
PSEN1	0
PSEN2	0
PSENEN	0
PSMC1	0
PSMC3IP	0
PSPN	0
PSTPIP1	0
PTAFR	0
PTCH1	0
PTCH2	0
PTCRA	0
PTEN	0
PTGDR	0
PTGER1	0
PTGER2	0
PTGER3	0
PTGER4	0
PTGFR	0
PTGIR	0
PTH	0
PTH1R	0
PTH2	0
PTK2	0
PTK2B	0
PTK6	0
PTK7	0
PTMA	0
PTN	0
PTP4A1	0
PTP4A2	0
PTP4A3	0
PTPA	0
PTPN1	0
PTPN11	0
PTPN12	0
PTPN13	0
PTPN14	0
PTPN2	0
PTPN21	0
PTPN22	0
PTPN3	0
PTPN4	0
PTPN5	0
PTPN6	0
PTPN7	0
PTPN9	0
PTPRA	0
PTPRB	0
PTPRC	0
PTPRD	0
PTPRE	0
PTPRF	0
PTPRH	0
PTPRJ	0
PTPRK	0
PTPRM	0
PTPRO	0
PTPRR	0
PTPRT	0
PTPRZ1	0
PTTG1	0
PTTG2	0
PTX3	0
PVR	0
PXN	0
PYCARD	0
PYDC1	0
PYDC2	0
PYY	0
RAB10	0
RAB11A	0
RAB11B	0
RAB13	0
RAB14	0
RAB18	0
RAB23	0
RAB2A	0
RAB33B	0
RAB3GAP1	0
RAB3GAP2	0
RAB43	0
RAB4A	0
RAB5A	0
RAB5B	0
RAB6A	0
RAB7A	0
RAB8A	0
RAB9A	0
RABEP1	0
RABEPK	0
RABGEF1	0
RABGGTB	0
RAC1	0
RAC2	0
RAC3	0
RACGAP1	0
RACK1	0
RAD1	0
RAD17	0
RAD18	0
RAD50	0
RAD51	0
RAD51C	0
RAD9A	0
RAE1	0
RAET1E	0
RAET1G	0
RAET1L	0
RAF1	0
RAG1	0
RAG2	0
RALA	0
RALB	0
RALBP1	0
RALGAPA2	0
RALGAPB	0
RALGDS	0
RAMP1	0
RAMP2	0
RAMP3	0
RAN	0
RANBP1	0
RANBP10	0
RANBP17	0
RANBP2	0
RANBP3	0
RANBP9	0
RANGAP1	0
RANGRF	0
RAP1A	0
RAP1B	0
RAP1GAP	0
RAP1GAP2	0
RAP1GDS1	0
RAP2B	0
RAPGEF1	0
RAPGEF2	0
RAPGEF3	0
RAPGEF4	0
RAPGEF5	0
RAPGEF6	0
RAPSN	0
RARA	0
RARB	0
RARG	1
RASA1	0
RASA3	0
RASA4	0
RASA4B	0
RASAL1	0
RASAL2	0
RASAL3	0
RASD1	0
RASGEF1A	0
RASGEF1B	0
RASGEF1C	0
RASGRF1	0
RASGRF2	0
RASGRP1	0
RASGRP2	0
RASGRP3	0
RASGRP4	0
RASSF1	0
RASSF2	0
RASSF4	0
RASSF5	0
RASSF6	0
RB1	0
RBBP4	0
RBBP7	0
RBBP8	0
RBCK1	0
RBL1	1
RBL2	0
RBM15	0
RBP1	0
RBPJ	0
RBSN	0
RBX1	0
RCAN1	0
RCC1	0
RCC2	0
RCHY1	0
RCOR1	0
RCVRN	0
RDX	0
RECK	0
REEP1	0
RELA	0
RELB	0
RELN	0
REN	0
RET	0
RFC2	0
RFC3	0
RFC4	0
RFC5	0
RFFL	0
RFNG	0
RFX1	0
RFX3	0
RGL1	0
RGL2	0
RGMA	0
RGMB	0
RGS1	0
RGS10	0
RGS12	0
RGS13	0
RGS14	0
RGS16	0
RGS17	0
RGS18	0
RGS19	0
RGS2	0
RGS20	0
RGS3	0
RGS4	0
RGS5	0
RGS6	0
RGS7	0
RGS9	0
RGS9BP	0
RHEB	0
RHO	0
RHOA	0
RHOC	0
RHOD	0
RHOG	0
RHOJ	0
RHOQ	0
RICTOR	0
RIMS1	0
RIMS2	0
RIN1	0
RIN2	0
RING1	0
RIPK1	0
RIPK2	0
RIPK3	0
RIT1	0
RIT2	0
RITA1	0
RLF	0
RLN2	0
RNASEL	0
RND1	0
RNF11	0
RNF111	0
RNF135	0
RNF152	0
RNF2	0
RNF34	0
RNF4	0
RNF41	0
RNF43	0
RNF8	0
ROBO1	0
ROBO2	0
ROBO3	0
ROCK1	0
ROCK2	0
ROR1	0
ROR2	0
RPA1	0
RPA2	0
RPA3	0
RPA4	0
RPAP2	0
RPGR	0
RPGRIP1	0
RPGRIP1L	0
RPL10	0
RPL11	0
RPL26	0
RPL5	0
RPN1	0
RPRM	0
RPS19BP1	0
RPS6	0
RPS6KA1	0
RPS6KA2	0
RPS6KA3	-1
RPS6KA4	0
RPS6KA5	0
RPS6KA6	0
RPS6KB1	0
RPS6KB2	-1
RPTOR	0
RRAGA	0
RRAGB	0
RRAGC	0
RRAGD	0
RRAS	0
RRAS2	0
RSAD2	0
RSC1A1	0
RSPO1	0
RSPO2	0
RSPO3	0
RTN4	0
RTP1	0
RTP2	0
RUBCN	0
RUNX1	0
RUNX1T1	0
RUNX2	0
RUNX3	0
RUVBL1	0
RUVBL2	0
RWDD3	0
RXRA	0
RXRB	0
RXRG	0
RYBP	0
RYK	0
RYR3	0
S100A10	0
S100A12	0
S100A8	0
S100A9	0
S100B	0
S1PR1	0
S1PR2	0
S1PR3	0
S1PR4	0
S1PR5	0
SAA1	0
SAG	0
SALL4	0
SAP18	0
SAP30	0
SAR1B	0
SARM1	0
SAV1	0
SBDS	0
SCAMP2	0
SCAMP3	0
SCN2A	0
SCN3A	0
SCN9A	0
SCO1	0
SCO2	0
SCTR	0
SDC1	0
SDC2	0
SDC4	0
SDF2L1	0
SDHAF2	0
SEC13	0
SEC22B	0
SEC61A1	0
SEH1L	0
SEL1L	0
SELL	0
SELPLG	0
SEMA3A	0
SEMA3B	0
SEMA3C	0
SEMA3D	0
SEMA3E	0
SEMA3F	0
SEMA3G	0
SEMA4A	0
SEMA4B	0
SEMA4C	0
SEMA4D	0
SEMA4F	0
SEMA4G	0
SEMA7A	0
SENP1	0
SENP2	0
SEPT12	0
SEPT2	0
SEPT4	0
SEPT7	0
SEPT9	0
SERPINA1	0
SERPINA5	0
SERPINB1	0
SERPINB10	0
SERPINB13	0
SERPINB2	0
SERPINB3	0
SERPINB4	0
SERPINB6	0
SERPINB9	0
SERPINC1	0
SERPIND1	0
SERPINE1	0
SERPINE2	0
SERPINF1	0
SERPINF2	0
SERPING1	0
SESN1	0
SESN2	0
SESN3	0
SET	0
SETBP1	0
SETD7	0
SETDB1	0
SF1	0
SFN	0
SFPQ	0
SFRP1	0
SFRP2	0
SFRP4	0
SFRP5	0
SGK1	0
SGK2	0
SGK3	0
SGO1	0
SGO2	0
SH2B1	0
SH2B2	0
SH2B3	0
SH2D1A	0
SH3BP4	0
SH3BP5	0
SH3GL2	0
SH3GLB1	0
SH3KBP1	0
SH3RF1	0
SHANK3	0
SHB	0
SHC1	0
SHC2	0
SHC3	0
SHC4	0
SHD	0
SHH	0
SHOC2	0
SHPRH	0
SIAH1	0
SIAH2	0
SIGIRR	0
SIK1	0
SIK2	0
SIK3	0
SIKE1	0
SIN3A	0
SIN3B	0
SIPA1L1	0
SIPA1L2	0
SIRPA	0
SIRT1	0
SIRT2	0
SIRT3	0
SIRT6	0
SIRT7	0
SIX3	0
SKA1	0
SKA2	0
SKAP1	0
SKI	0
SKIL	0
SKOR1	0
SKP1	0
SKP2	0
SLA	0
SLC30A9	0
SLC38A9	0
SLC45A2	0
SLC9A1	0
SLC9A3R1	0
SLC9A3R2	0
SLIT1	0
SLIT2	0
SLK	0
SLN	0
SLX4	0
SMAD1	0
SMAD2	0
SMAD3	0
SMAD4	0
SMAD5	0
SMAD6	0
SMAD7	0
SMAD9	0
SMARCA2	0
SMARCA4	0
SMARCAD1	0
